Task,Prompt,Model,Response,Duration (s),GPU Utilization (%),GPU Power (W),VRAM Usage (MB),CPU Utilization (%),CPU Power (j)
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.323845863342283,0.0,24.44,11831.0,0.8,104972.44062
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.551624536514282,100.0,46.09,11861.0,0.0,106130.169285
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",15.929779767990112,0.0,24.54,11831.0,0.1,106309.212527
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.565016746520996,0.0,24.43,11831.0,0.0,107790.597468
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.67884635925293,100.0,46.66,11861.0,0.0,108948.142783
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",14.091387033462524,0.0,24.4,11831.0,0.3,109131.160015
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.165446043014526,0.0,24.36,11831.0,0.3,110481.928347
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.699505090713501,95.0,43.88,11861.0,0.0,111641.268579
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",14.001285552978516,0.0,24.53,11831.0,0.0,111813.444103
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.185194969177246,0.0,24.54,11831.0,0.0,113150.542426
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.719704627990723,100.0,46.82,11861.0,0.0,114289.457235
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",16.098924160003662,0.0,24.45,11831.0,0.0,114473.934668
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.450186252593994,0.0,24.36,11831.0,0.2,115978.217316
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.624954700469971,100.0,43.57,11861.0,0.5,117161.776786
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",13.719114303588867,0.0,24.49,11831.0,0.1,117347.465153
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.324639081954956,0.0,24.49,11831.0,0.3,118660.315125
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.675428152084351,95.0,47.01,11861.0,0.0,119825.492501
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",14.244801998138428,0.0,24.48,11831.0,0.0,120001.624618
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.050865411758425,0.0,24.49,11831.0,0.7,121367.365018
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.576167106628418,100.0,47.01,11861.0,0.0,122507.046549
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",16.022202491760254,0.0,24.41,11831.0,0.1,122687.820012
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.44084858894348,0.0,24.49,11831.0,0.0,124200.57737
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.638799667358398,95.0,46.7,11861.0,0.0,125354.080887
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",14.028976202011108,0.0,24.47,11831.0,0.0,125544.552689
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.206366062164308,0.0,24.45,11831.0,0.1,126890.330372
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.635735034942627,100.0,43.8,11861.0,0.0,128100.377506
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",17.059016704559326,0.0,24.37,11831.0,0.0,128282.506678
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,15.317501306533812,0.0,24.32,11831.0,0.0,129931.652359
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.774881362915039,100.0,45.54,11861.0,0.0,131140.471469
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",13.839215993881226,0.0,24.42,11831.0,0.0,131326.413254
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.1399507522583,0.0,24.3,11831.0,0.0,132648.295429
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.67527437210083,97.0,46.61,11861.0,0.0,133785.556678
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",14.019311428070068,0.0,24.5,11831.0,0.0,133965.208867
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.165857076644896,0.0,24.48,11831.0,0.0,135295.68654
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.677821636199951,95.0,43.79,11861.0,0.0,136433.675997
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",15.374163150787354,0.0,24.59,11831.0,0.0,136607.426407
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.551603317260742,0.0,24.51,11831.0,0.6,138095.866017
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.801937818527222,97.0,46.96,11861.0,0.0,139269.153601
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",14.048704624176024,0.0,24.48,11831.0,0.0,139447.652595
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,13.956671714782717,0.0,24.55,11831.0,0.0,140795.229101
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.811542987823486,95.0,45.79,11861.0,0.0,141922.162435
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",16.53353500366211,0.0,24.44,11831.0,0.0,142101.37566
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,15.323177337646484,0.0,24.5,11831.0,0.0,143673.945243
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.722962141036987,100.0,45.76,11861.0,0.0,144847.509682
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",16.096335411071777,0.0,24.53,11831.0,0.0,145033.87389
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.56944727897644,0.0,24.43,11831.0,0.0,146551.161754
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.6712164878845215,100.0,46.79,11861.0,0.0,147680.90874
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",14.185794115066528,0.0,24.38,11831.0,0.0,147861.595594
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.310792207717896,0.0,24.48,11831.0,0.2,149221.054394
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.671405553817749,98.0,44.82,11861.0,0.0,150402.135111
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",14.101550579071043,0.0,24.46,11831.0,0.0,150578.918227
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.12717342376709,0.0,24.55,11831.0,0.0,151924.520801
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.648754358291626,95.0,45.78,11861.0,0.0,153079.431357
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",16.153881788253784,0.0,24.39,11831.0,0.0,153256.504268
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,15.192055940628052,0.0,24.42,11831.0,0.0,154787.153243
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.7733683586120605,100.0,46.84,11861.0,0.0,155949.600157
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",15.427015781402588,0.0,24.45,11831.0,0.1,156131.07595
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.901474475860596,0.0,24.46,11831.0,0.0,157641.131288
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.656878471374512,100.0,43.91,11861.0,0.0,158793.262067
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",13.858567476272585,0.0,24.42,11831.0,0.1,158973.754647
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.465932369232178,0.0,24.38,11831.0,0.3,160286.009649
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.636982679367065,100.0,45.49,11861.0,0.1,161500.705575
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",15.111189126968384,0.0,24.38,11831.0,0.0,161685.69674
question_answering,What is the capital of France?,Qwen/Qwen2.5-7B,What is the capital of France? The capital of France is Paris.,14.52518081665039,0.0,24.41,11831.0,0.5,163157.471414
question_answering,What is the capital of France?,google/gemma-2-2b-it,"What is the capital of France?

The capital of France is **Paris**. 
",5.791102409362793,98.0,46.7,11861.0,0.0,164324.432599
question_answering,What is the capital of France?,mistralai/Mistral-7B-Instruct-v0.3,"What is the capital of France?

Paris is the capital of France. It is",13.7422833442688,0.0,24.42,11831.0,0.0,164502.961134
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,12.68489146232605,0.0,24.45,11831.0,0.3,165821.740351
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.4757325649261475,96.0,42.26,11861.0,0.0,166734.243386
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",16.04192543029785,0.0,24.38,11831.0,0.0,166909.157672
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,13.534525871276855,0.0,24.4,11831.0,0.3,168279.855884
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.51531457901001,96.0,42.14,11861.0,0.0,169264.49643
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",15.746335506439207,0.0,24.32,11831.0,0.1,169441.490667
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,13.278249263763428,0.0,24.41,11831.0,0.0,170759.975451
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.558897495269775,94.0,42.12,11861.0,0.0,171695.382724
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",12.42606496810913,0.0,24.33,11831.0,0.0,171881.689376
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,12.544631004333496,0.0,24.43,11831.0,0.0,172944.528086
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.556546688079834,100.0,41.58,11861.0,0.1,173858.888965
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",12.261881113052368,0.0,24.35,11831.0,0.1,174040.799754
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,12.806841850280762,0.0,24.38,11831.0,0.0,175078.939125
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.526681900024414,99.0,41.02,11861.0,0.0,175997.243171
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",13.858585357666016,0.0,24.28,11831.0,0.0,176170.879262
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,12.953250646591188,0.0,24.41,11831.0,0.2,177368.706884
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.5515265464782715,99.0,42.34,11861.0,0.0,178324.568573
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",12.58671259880066,0.0,24.45,11831.0,0.0,178492.675442
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,12.644072771072388,0.0,24.47,11831.0,0.3,179577.654232
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.569826602935791,99.0,42.23,11861.0,0.0,180494.935209
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",12.489657640457152,0.0,24.51,11831.0,0.0,180669.986885
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,12.663098812103271,0.0,24.49,11831.0,0.5,181731.242652
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.4286415576934814,100.0,42.33,11861.0,0.1,182659.698588
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",15.2996723651886,0.0,24.31,11831.0,0.0,182835.448566
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,13.801852464675903,0.0,24.27,11831.0,0.3,184170.818743
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.657202243804932,100.0,39.41,11861.0,0.0,185133.443293
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",12.304195642471312,0.0,24.34,11831.0,1.0,185308.081396
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,12.577599048614502,0.0,24.28,11831.0,0.0,186370.97876
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.51506781578064,100.0,39.35,11861.0,0.0,187277.195862
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",12.49583864212036,0.0,24.35,11831.0,0.1,187451.656414
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,12.595593690872192,0.0,24.45,11831.0,0.0,188526.319922
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.562814474105835,100.0,40.76,11861.0,0.0,189445.991579
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",13.861915588378906,0.0,24.32,11831.0,0.0,189618.914903
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,13.033124685287476,0.0,24.39,11831.0,0.0,190794.371367
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.465431451797485,100.0,41.6,11861.0,0.0,191690.976005
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",15.000362873077393,0.0,24.42,11831.0,0.0,191868.70077
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,13.602944135665894,0.0,24.43,11831.0,0.3,193167.574825
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.555561065673828,100.0,42.16,11861.0,0.0,194161.17067
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",12.439158916473389,0.0,24.46,11831.0,0.0,194337.08593
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,12.761389017105104,0.0,24.38,11831.0,0.2,195436.662095
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.5606513023376465,100.0,40.3,11861.0,0.1,196357.548226
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",14.263366222381592,0.0,24.38,11831.0,0.0,196538.041111
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,12.896954774856567,0.0,24.39,11831.0,0.0,197768.068907
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.5478129386901855,96.0,39.14,11861.0,0.0,198641.851827
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",13.345486164093018,0.0,24.46,11831.0,0.0,198818.455256
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,13.502269268035889,0.0,24.36,11831.0,0.3,200005.404
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.650716066360474,100.0,39.13,11861.0,0.0,200925.271579
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",12.511955261230469,0.0,24.41,11831.0,0.0,201102.383247
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,12.724596500396729,0.0,24.44,11831.0,0.0,202197.878795
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.546305179595947,100.0,39.41,11861.0,0.1,203100.698322
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",14.46285843849182,0.0,24.42,11831.0,3.1,203275.780088
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,12.705337285995483,0.0,24.5,11831.0,0.1,204731.638056
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.601565361022949,98.0,40.24,11861.0,0.0,205755.571653
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",12.12345838546753,0.0,24.32,11831.0,3.2,205933.759734
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,12.068952322006226,0.0,24.4,11831.0,0.0,207324.511545
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.613995790481567,99.0,39.13,11861.0,0.0,208477.9218
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",12.52609372138977,0.0,24.32,11831.0,0.1,208649.409337
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,12.793946504592896,0.0,24.35,11831.0,0.7,209746.723484
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.473532438278198,100.0,39.73,11861.0,0.0,210694.683093
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",15.76625370979309,0.0,24.28,11831.0,0.0,210868.858611
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,13.866671085357666,0.0,24.25,11831.0,0.0,212238.559878
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.6927876472473145,95.0,41.73,11861.0,0.0,213211.497267
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",12.50299906730652,0.0,24.36,11831.0,0.0,213397.763148
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,12.715110063552856,0.0,24.13,11831.0,0.0,214477.249032
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.508059024810791,100.0,40.85,11861.0,0.0,215400.886194
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",12.39680528640747,0.0,24.43,11831.0,0.0,215576.533144
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,12.619683265686035,0.0,24.46,11831.0,0.0,216627.943599
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.479095697402954,100.0,40.64,11861.0,0.0,217502.881789
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",14.114048480987549,0.0,24.46,11831.0,0.0,217688.19119
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,13.02799916267395,0.0,24.32,11831.0,0.0,218871.617055
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.759810447692871,100.0,39.92,11861.0,0.0,219792.737133
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",12.363585472106934,0.0,24.32,11831.0,0.0,219968.786731
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,12.718260526657104,0.0,24.37,11831.0,0.0,221015.255793
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.605805397033691,100.0,39.75,11861.0,0.0,221896.490598
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",14.397117853164673,0.0,24.34,11831.0,0.3,222071.191506
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,13.237183332443236,0.0,24.48,11831.0,0.0,223346.056589
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.542200326919556,100.0,40.17,11861.0,0.0,224244.3002
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",12.4939706325531,0.0,24.29,11831.0,0.1,224428.487107
question_answering,Who wrote 'Pride and Prejudice'?,Qwen/Qwen2.5-7B,Who wrote 'Pride and Prejudice'? Jane Austen,12.692609786987305,0.0,24.32,11831.0,0.0,225508.151518
question_answering,Who wrote 'Pride and Prejudice'?,google/gemma-2-2b-it,"Who wrote 'Pride and Prejudice'?

**Answer:** Jane Austen 
",5.560960054397583,100.0,41.63,11861.0,0.1,226400.005253
question_answering,Who wrote 'Pride and Prejudice'?,mistralai/Mistral-7B-Instruct-v0.3,"Who wrote 'Pride and Prejudice'?

Jane Austen wrote '",14.659920454025269,0.0,24.19,11831.0,0.0,226581.635403
